#,Token,Name,Contract,Announcement,contract_link,Creator,txn,tnx_link,Transaction Hash,Status,startBlock
111,Cardstack (CARD)The experience layer of the decentralized internet.,Token Cardstack,0x3a4bed49ab592a227bae8f41efd0d38e6e06d96c,,https://polygonscan.com/address/0x3a4bed49ab592a227bae8f41efd0d38e6e06d96c,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x7423395b82db8bfced2585ab2a70343ed422f5a06dfe614aebd0eef7eba7d3c1,0x7423395b82db8bfced2585ab2a70343ed422f5a06dfe614aebd0eef7eba7d3c1,https://polygonscan.com/tx/0x7423395b82db8bfced2585ab2a70343ed422f5a06dfe614aebd0eef7eba7d3c1,0x7423395b82db8bfced2585ab2a70343ed422f5a06dfe614aebd0eef7eba7d3c1,Success,12925348
112,"Student Coin (STC)The idea of the project is to create a worldwide academically-focused cryptocurrency, supervised by university and research faculty, established by students for students. Student Coins are used to build a multi-university ecosystem of value transfer.",Token Student Coin,0x779b299ea455d35a44fe9bac48648be22c08dea2,,https://polygonscan.com/address/0x779b299ea455d35a44fe9bac48648be22c08dea2,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x370380235b4ad8b52bd28b05cc6343d4c4bd67ac31a7d2f861b39b7084a01640,0x370380235b4ad8b52bd28b05cc6343d4c4bd67ac31a7d2f861b39b7084a01640,https://polygonscan.com/tx/0x370380235b4ad8b52bd28b05cc6343d4c4bd67ac31a7d2f861b39b7084a01640,0x370380235b4ad8b52bd28b05cc6343d4c4bd67ac31a7d2f861b39b7084a01640,Success,15144888
113,LCX (LCX)LCX Terminal is made for Professional Cryptocurrency Portfolio Management,Token LCX,0xe8a51d0dd1b4525189dda2187f90ddf0932b5482,,https://polygonscan.com/address/0xe8a51d0dd1b4525189dda2187f90ddf0932b5482,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xac157049230ecacf2043e8e216d74fdcc9f750d20249e045cf36c86dc023a4c8,0xac157049230ecacf2043e8e216d74fdcc9f750d20249e045cf36c86dc023a4c8,https://polygonscan.com/tx/0xac157049230ecacf2043e8e216d74fdcc9f750d20249e045cf36c86dc023a4c8,0xac157049230ecacf2043e8e216d74fdcc9f750d20249e045cf36c86dc023a4c8,Success,12475354
114,AIOZ Network (AIOZ)AIOZ is a Blockchain-based Content Delivery Network that is about to bring a revolution to the entertainment industry.,Token AIOZ Network,0xe2341718c6c0cbfa8e6686102dd8fbf4047a9e9b,,https://polygonscan.com/address/0xe2341718c6c0cbfa8e6686102dd8fbf4047a9e9b,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xbfd84b2fcbaae7e7e16dc0fd0a6e1eb73aa2a682ea8589c5154e559902f3b28a,0xbfd84b2fcbaae7e7e16dc0fd0a6e1eb73aa2a682ea8589c5154e559902f3b28a,https://polygonscan.com/tx/0xbfd84b2fcbaae7e7e16dc0fd0a6e1eb73aa2a682ea8589c5154e559902f3b28a,0xbfd84b2fcbaae7e7e16dc0fd0a6e1eb73aa2a682ea8589c5154e559902f3b28a,Success,12965518
115,HOPR Token (HOPR)HOPR provides essential and compliant network-level metadata privacy for everyone. HOPR is an open incentivized mixnet which enables privacy-preserving point-to-point data exchange.,Token HOPR Token,0x6ccbf3627b2c83afef05bf2f035e7f7b210fe30d,,https://polygonscan.com/address/0x6ccbf3627b2c83afef05bf2f035e7f7b210fe30d,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x4c7998066f26134b439c9ee295d3613830d5f355e7ebd6d22e7f8d28180d8d2b,0x4c7998066f26134b439c9ee295d3613830d5f355e7ebd6d22e7f8d28180d8d2b,https://polygonscan.com/tx/0x4c7998066f26134b439c9ee295d3613830d5f355e7ebd6d22e7f8d28180d8d2b,0x4c7998066f26134b439c9ee295d3613830d5f355e7ebd6d22e7f8d28180d8d2b,Success,11746141
116,BLOCKv (VEE)Create and Public Digital virtual goods on the blockchain,Token BLOCKv,0xf1c1a3c2481a3a8a3f173a9ab5ade275292a6fa3,,https://polygonscan.com/address/0xf1c1a3c2481a3a8a3f173a9ab5ade275292a6fa3,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x51e11b292adcee0cfe936789dc1cce33aa08f48cf79f4a47bc161ccc62d38f31,0x51e11b292adcee0cfe936789dc1cce33aa08f48cf79f4a47bc161ccc62d38f31,https://polygonscan.com/tx/0x51e11b292adcee0cfe936789dc1cce33aa08f48cf79f4a47bc161ccc62d38f31,0x51e11b292adcee0cfe936789dc1cce33aa08f48cf79f4a47bc161ccc62d38f31,Success,14350891
117,IceToken (ICE)Popsicle finance is a next-gen cross-chain liquidity provider (LP) yield optimization platform,Token IceToken,0xdf00c50a3dae240860f57b77508203b8d9593283,,https://polygonscan.com/address/0xdf00c50a3dae240860f57b77508203b8d9593283,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xcd7096ec3c350e888895be37f07b1c4ebe41c825a52675c737400580664fc517,0xcd7096ec3c350e888895be37f07b1c4ebe41c825a52675c737400580664fc517,https://polygonscan.com/tx/0xcd7096ec3c350e888895be37f07b1c4ebe41c825a52675c737400580664fc517,0xcd7096ec3c350e888895be37f07b1c4ebe41c825a52675c737400580664fc517,Success,13250353
118,PoolTogether (POOL)PoolTogether is a protocol for no-loss prize games.,Token PoolTogether,0x25788a1a171ec66da6502f9975a15b609ff54cf6,,https://polygonscan.com/address/0x25788a1a171ec66da6502f9975a15b609ff54cf6,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x8c38ee1ccd1e61af1aeb102f909fbcc4e34319f58b87cd21c9670aa8f8eeaa38,0x8c38ee1ccd1e61af1aeb102f909fbcc4e34319f58b87cd21c9670aa8f8eeaa38,https://polygonscan.com/tx/0x8c38ee1ccd1e61af1aeb102f909fbcc4e34319f58b87cd21c9670aa8f8eeaa38,0x8c38ee1ccd1e61af1aeb102f909fbcc4e34319f58b87cd21c9670aa8f8eeaa38,Success,11666153
119,USDK (USDK)USDK-Stablecoin Powered by Blockchain and US Licenced Trust Company,Token USDK,0xd07a7fac2857901e4bec0d89bbdae764723aab86,,https://polygonscan.com/address/0xd07a7fac2857901e4bec0d89bbdae764723aab86,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x10bd7bc22750fd4c7278a4e58aaaa0ef9cd1b866cf4720cd271ab8ace5f9b83a,0x10bd7bc22750fd4c7278a4e58aaaa0ef9cd1b866cf4720cd271ab8ace5f9b83a,https://polygonscan.com/tx/0x10bd7bc22750fd4c7278a4e58aaaa0ef9cd1b866cf4720cd271ab8ace5f9b83a,0x10bd7bc22750fd4c7278a4e58aaaa0ef9cd1b866cf4720cd271ab8ace5f9b83a,Success,14390078
120,"Meta (MTA)mStable is a protocol that unites stablecoins, lending, and swapping into one robust and easy to use standard.",Token Meta,0xf501dd45a1198c2e1b5aef5314a68b9006d842e0,,https://polygonscan.com/address/0xf501dd45a1198c2e1b5aef5314a68b9006d842e0,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x60c87068a1a6af9c43cfee1ef96967a5c513e90e748c2b7b45584b2c3c0791ca,0x60c87068a1a6af9c43cfee1ef96967a5c513e90e748c2b7b45584b2c3c0791ca,https://polygonscan.com/tx/0x60c87068a1a6af9c43cfee1ef96967a5c513e90e748c2b7b45584b2c3c0791ca,0x60c87068a1a6af9c43cfee1ef96967a5c513e90e748c2b7b45584b2c3c0791ca,Success,14863324
121,Dogelon (ELON)A universal currency for the people.,Token Dogelon,0xe0339c80ffde91f3e20494df88d4206d86024cdf,,https://polygonscan.com/address/0xe0339c80ffde91f3e20494df88d4206d86024cdf,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x00bea12f3271046723edb1d2ebcd7718b129c56277aac3a2b3bc38d6ceb0fbf1,0x00bea12f3271046723edb1d2ebcd7718b129c56277aac3a2b3bc38d6ceb0fbf1,https://polygonscan.com/tx/0x00bea12f3271046723edb1d2ebcd7718b129c56277aac3a2b3bc38d6ceb0fbf1,0x00bea12f3271046723edb1d2ebcd7718b129c56277aac3a2b3bc38d6ceb0fbf1,Success,14430142
122,FOX (FOX)FOX is ShapeShift’s official loyalty token. Holders of FOX enjoy zero-commission trading and win ongoing USDC crypto payments from Rainfall (payments increase in proportion to your FOX holdings). Use at ShapeShift.com.,Token FOX,0x65a05db8322701724c197af82c9cae41195b0aa8,,https://polygonscan.com/address/0x65a05db8322701724c197af82c9cae41195b0aa8,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x3c80dd9dc71fd007a69b1902e7f87e5da944fa2752dac4a8114f9cb250895499,0x3c80dd9dc71fd007a69b1902e7f87e5da944fa2752dac4a8114f9cb250895499,https://polygonscan.com/tx/0x3c80dd9dc71fd007a69b1902e7f87e5da944fa2752dac4a8114f9cb250895499,0x3c80dd9dc71fd007a69b1902e7f87e5da944fa2752dac4a8114f9cb250895499,Success,14283484
123,SENTinel (SENT)A modern VPN backed by blockchain anonymity and security.,Token SENTinel,0x48e3883233461c2ef4cb3fcf419d6db07fb86cea,,https://polygonscan.com/address/0x48e3883233461c2ef4cb3fcf419d6db07fb86cea,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x535cecc9551c8641834086039d9a86f4b0252441b1dd01ecb30fdab79645821d,0x535cecc9551c8641834086039d9a86f4b0252441b1dd01ecb30fdab79645821d,https://polygonscan.com/tx/0x535cecc9551c8641834086039d9a86f4b0252441b1dd01ecb30fdab79645821d,0x535cecc9551c8641834086039d9a86f4b0252441b1dd01ecb30fdab79645821d,Success,10709407
124,Route (ROUTE)Router Protocol is a crosschain-liquidity aggregator platform that was built to seamlessly provide bridging infrastructure between current and emerging Layer 1 and Layer 2 blockchain solutions.,Token Route,0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,,https://polygonscan.com/address/0x16eccfdbb4ee1a85a33f3a9b21175cd7ae753db4,0xc502ae9f8f4529d40286c500b12c28710bb3b959 at txn 0x804d92095e25c333a0ad78ae254032af8d1ca16e423b1e2947ec8dd6758882bc,0x804d92095e25c333a0ad78ae254032af8d1ca16e423b1e2947ec8dd6758882bc,https://polygonscan.com/tx/0x804d92095e25c333a0ad78ae254032af8d1ca16e423b1e2947ec8dd6758882bc,0x804d92095e25c333a0ad78ae254032af8d1ca16e423b1e2947ec8dd6758882bc,Success,9616676
125,"InsurAce (PoS) (INSUR)InsurAce is a decentralized insurance protocol, aiming to provide reliable, robust, and carefree DeFi insurance services to DeFi users, with a low premium and sustainable investment returns.",Token InsurAce (PoS),0x8a0e8b4b0903929f47C3ea30973940D4a9702067,,https://polygonscan.com/address/0x8a0e8b4b0903929f47C3ea30973940D4a9702067,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x22cb3a4ce49e44816b5e8490c652c8297ddef9b1d4d7b88c7b79e069c3848b55,0x22cb3a4ce49e44816b5e8490c652c8297ddef9b1d4d7b88c7b79e069c3848b55,https://polygonscan.com/tx/0x22cb3a4ce49e44816b5e8490c652c8297ddef9b1d4d7b88c7b79e069c3848b55,0x22cb3a4ce49e44816b5e8490c652c8297ddef9b1d4d7b88c7b79e069c3848b55,Success,18332546
126,Oraichain Token (ORAI)Oraichain is a data oracle platform that aggregates and connects Artificial Intelligence APIs to smart contracts and regular applications.,Token Oraichain Token,0xf4310adb83694bc4808e0c5ca8f7027c6127921d,,https://polygonscan.com/address/0xf4310adb83694bc4808e0c5ca8f7027c6127921d,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x7587ba09168377026f12c140b4dc92a4f93b93bf92718ee576e51686624f38a5,0x7587ba09168377026f12c140b4dc92a4f93b93bf92718ee576e51686624f38a5,https://polygonscan.com/tx/0x7587ba09168377026f12c140b4dc92a4f93b93bf92718ee576e51686624f38a5,0x7587ba09168377026f12c140b4dc92a4f93b93bf92718ee576e51686624f38a5,Success,14863431
127,"Armor (ARMOR)Armor is a smart insurance aggregator for DeFi, built on trustless and decentralized financial infrastructure.",Token Armor,0x5de4005155933c0e1612ce808f12b4cd8daabc82,,https://polygonscan.com/address/0x5de4005155933c0e1612ce808f12b4cd8daabc82,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x500c373e9f03c10960d74a7062697c2c51ac01dc146ae3c2dfd21f320cf9c389,0x500c373e9f03c10960d74a7062697c2c51ac01dc146ae3c2dfd21f320cf9c389,https://polygonscan.com/tx/0x500c373e9f03c10960d74a7062697c2c51ac01dc146ae3c2dfd21f320cf9c389,0x500c373e9f03c10960d74a7062697c2c51ac01dc146ae3c2dfd21f320cf9c389,Success,12599699
128,"Fractal Protocol Token (FCL)The Fractal Protocol is an open-source protocol designed to rebalance the incentives that make a free and open Web work for all. It builds a new equilibrium that respects user privacy, rewards content creators, and protects advertisers from fraud.",Token Fractal Protocol Token,0x6f934b45fc6043527d73c7c99313dd838e723db7,,https://polygonscan.com/address/0x6f934b45fc6043527d73c7c99313dd838e723db7,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x317c37158622889fcd2919ae5566f2da47700bd87133ff6ed2b9e5fce0f7c5b5,0x317c37158622889fcd2919ae5566f2da47700bd87133ff6ed2b9e5fce0f7c5b5,https://polygonscan.com/tx/0x317c37158622889fcd2919ae5566f2da47700bd87133ff6ed2b9e5fce0f7c5b5,0x317c37158622889fcd2919ae5566f2da47700bd87133ff6ed2b9e5fce0f7c5b5,Success,11787654
129,"Decentr (DEC)Decentr is a publicly accessible, open-source blockchain protocol that targets the consumer crypto loans market, securing user data, and returning data value to the user.",Token Decentr,0x314338767151e6ed23db8a41c6f6943c1958ee56,,https://polygonscan.com/address/0x314338767151e6ed23db8a41c6f6943c1958ee56,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xc16f87c625a1b9a0e77ab5db373ace84b3c22eaa57eb9d5f406c1723076b2f09,0xc16f87c625a1b9a0e77ab5db373ace84b3c22eaa57eb9d5f406c1723076b2f09,https://polygonscan.com/tx/0xc16f87c625a1b9a0e77ab5db373ace84b3c22eaa57eb9d5f406c1723076b2f09,0xc16f87c625a1b9a0e77ab5db373ace84b3c22eaa57eb9d5f406c1723076b2f09,Success,11471188
130,"Launchpool token (LPOOL)Launchpool believes investment funds and communities work side by side on projects, on the same terms, towards the same goals. Launchpool aims to harness their strengths and aligns their incentives, the sum is greater than its constituent parts.",Token Launchpool token,0x9e7deba360c77949bb75d16dc81b2393c15005eb,,https://polygonscan.com/address/0x9e7deba360c77949bb75d16dc81b2393c15005eb,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xb857d7b8612f583b34bb3c090faff45f297b07ae4ef4c811c702912c1495221e,0xb857d7b8612f583b34bb3c090faff45f297b07ae4ef4c811c702912c1495221e,https://polygonscan.com/tx/0xb857d7b8612f583b34bb3c090faff45f297b07ae4ef4c811c702912c1495221e,0xb857d7b8612f583b34bb3c090faff45f297b07ae4ef4c811c702912c1495221e,Success,13821554
131,"dHedge DAO Token (DHT)dHEDGE is a decentralized asset management protocol connecting investment managers with investors on the Ethereum blockchain in a permissionless, trustless fashion.",Token dHedge DAO Token,0x8c92e38eca8210f4fcbf17f0951b198dd7668292,,https://polygonscan.com/address/0x8c92e38eca8210f4fcbf17f0951b198dd7668292,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x33d7cfff8530a0b79b9b4b36162fe2226b415c10a06e2ef7f4eb386b7f754e8b,0x33d7cfff8530a0b79b9b4b36162fe2226b415c10a06e2ef7f4eb386b7f754e8b,https://polygonscan.com/tx/0x33d7cfff8530a0b79b9b4b36162fe2226b415c10a06e2ef7f4eb386b7f754e8b,0x33d7cfff8530a0b79b9b4b36162fe2226b415c10a06e2ef7f4eb386b7f754e8b,Success,13170024
132,DFYN Token (PoS) (DFYN)DFYN is a gasless AMM Dex.,Token DFYN Token (PoS),0xc168e40227e4ebd8c1cae80f7a55a4f0e6d66c97,,https://polygonscan.com/address/0xc168e40227e4ebd8c1cae80f7a55a4f0e6d66c97,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x733ba4ee2910debdd6b3b8484c787830aff209effb18284da5223c8d44cef6ea,0x733ba4ee2910debdd6b3b8484c787830aff209effb18284da5223c8d44cef6ea,https://polygonscan.com/tx/0x733ba4ee2910debdd6b3b8484c787830aff209effb18284da5223c8d44cef6ea,0x733ba4ee2910debdd6b3b8484c787830aff209effb18284da5223c8d44cef6ea,Success,14283089
133,FOAM Token (FOAM)The FOAM Proof of Location protocol is a permissionless and autonomous network of radio beacons that can offer secure location services independent of external centralized sources such as GPS,Token FOAM Token,0x66e16d50c07a01bb473ec794349d45aa1a0e5dc2,,https://polygonscan.com/address/0x66e16d50c07a01bb473ec794349d45aa1a0e5dc2,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xc2fad650235a3135f405c527df68e3e2edad5a1356b57990aade0ac649209312,0xc2fad650235a3135f405c527df68e3e2edad5a1356b57990aade0ac649209312,https://polygonscan.com/tx/0xc2fad650235a3135f405c527df68e3e2edad5a1356b57990aade0ac649209312,0xc2fad650235a3135f405c527df68e3e2edad5a1356b57990aade0ac649209312,Success,13169951
134,Tidal Token (TIDAL)Tidal is an insurance platform enabling custom pools to cover DeFi protocols.,Token Tidal Token,0xac311fa85e8645bb1db53ecc04fa8d41997facf8,,https://polygonscan.com/address/0xac311fa85e8645bb1db53ecc04fa8d41997facf8,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xe866946e92522a94b9481865c09db5e59f99bf61011508656fd8a252130cfaa6,0xe866946e92522a94b9481865c09db5e59f99bf61011508656fd8a252130cfaa6,https://polygonscan.com/tx/0xe866946e92522a94b9481865c09db5e59f99bf61011508656fd8a252130cfaa6,0xe866946e92522a94b9481865c09db5e59f99bf61011508656fd8a252130cfaa6,Success,13332704
135,"Jarvis Reward Token (JRT)Jarvis is a non-custodial financial ecosystem which allows you to manage your assets, from payment to savings, trade any financial markets with any collateral and access any Dapps.",Token Jarvis Reward Token,0x596ebe76e2db4470966ea395b0d063ac6197a8c5,,https://polygonscan.com/address/0x596ebe76e2db4470966ea395b0d063ac6197a8c5,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x428778a737f3214cbcea84e4349ae14cbb13fb158621a81d9da76fb56b70dbb1,0x428778a737f3214cbcea84e4349ae14cbb13fb158621a81d9da76fb56b70dbb1,https://polygonscan.com/tx/0x428778a737f3214cbcea84e4349ae14cbb13fb158621a81d9da76fb56b70dbb1,0x428778a737f3214cbcea84e4349ae14cbb13fb158621a81d9da76fb56b70dbb1,Success,11263923
136,RipioCreditNetwork (RCN)Ripio Credit Network is a global credit network based on cosigned smart contracts and blockchain technology that connects lenders and borrowers located anywhere in the world and on any currency,Token RipioCreditNetwork,0x89c296be2f904f3e99a6125815b4b78f5388d2dd,,https://polygonscan.com/address/0x89c296be2f904f3e99a6125815b4b78f5388d2dd,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x25586187de64f41e5f9d265ac0de51c7d0f29da4ea78dde468dcb9d2e9f8bfed,0x25586187de64f41e5f9d265ac0de51c7d0f29da4ea78dde468dcb9d2e9f8bfed,https://polygonscan.com/tx/0x25586187de64f41e5f9d265ac0de51c7d0f29da4ea78dde468dcb9d2e9f8bfed,0x25586187de64f41e5f9d265ac0de51c7d0f29da4ea78dde468dcb9d2e9f8bfed,Success,16351819
137,"OVR (OVR)OVR ecosystem allow users to earn by buying, selling or renting OVR Lands or just by stacking OVR Tokens while content creators can earn building and publishing AR experiences.",Token OVR,0x1631244689ec1fecbdd22fb5916e920dfc9b8d30,,https://polygonscan.com/address/0x1631244689ec1fecbdd22fb5916e920dfc9b8d30,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x132b3a4c2cb0b11c14f37ef7ab76e2714ec0482c1bc797ff73f158695890335e,0x132b3a4c2cb0b11c14f37ef7ab76e2714ec0482c1bc797ff73f158695890335e,https://polygonscan.com/tx/0x132b3a4c2cb0b11c14f37ef7ab76e2714ec0482c1bc797ff73f158695890335e,0x132b3a4c2cb0b11c14f37ef7ab76e2714ec0482c1bc797ff73f158695890335e,Success,13821824
138,xToken (XTK)xToken is a native governance and staking token.,Token xToken,0x22308317a4aa9e8196065e0b3647e582d44c4d7b,,https://polygonscan.com/address/0x22308317a4aa9e8196065e0b3647e582d44c4d7b,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x67b17d1b5ab7835f95d42a454f25d875b944cb74ff051f0e66269d70f8072eca,0x67b17d1b5ab7835f95d42a454f25d875b944cb74ff051f0e66269d70f8072eca,https://polygonscan.com/tx/0x67b17d1b5ab7835f95d42a454f25d875b944cb74ff051f0e66269d70f8072eca,0x67b17d1b5ab7835f95d42a454f25d875b944cb74ff051f0e66269d70f8072eca,Success,13170099
139,Free Coin (FREE)Social project to promote cryptocurrency usage and increase global wealth,Token Free Coin,0x7cef6ed1e07079e174601d39066ad0856cb47988,,https://polygonscan.com/address/0x7cef6ed1e07079e174601d39066ad0856cb47988,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x85c33f41fa4456319e984fa31e08f931440f09f765f46e13e688ee904fe11237,0x85c33f41fa4456319e984fa31e08f931440f09f765f46e13e688ee904fe11237,https://polygonscan.com/tx/0x85c33f41fa4456319e984fa31e08f931440f09f765f46e13e688ee904fe11237,0x85c33f41fa4456319e984fa31e08f931440f09f765f46e13e688ee904fe11237,Success,16046947
140,Standard (STND)Standard Protocol is a Collateralized Rebasable Stablecoins (CRS) protocol for synthetic assets that will operate in the Polkadot ecosystem,Token Standard,0x08be454de533509e8832b257116c5506e55b0b64,,https://polygonscan.com/address/0x08be454de533509e8832b257116c5506e55b0b64,0xfde67027091e10888962b0c94ec31ffd83e28d9b at txn 0xed0813bd9f01dedf1fdbda0fd38943df24596cfd1559ec1e3fc21cc10c8fbd39,0xed0813bd9f01dedf1fdbda0fd38943df24596cfd1559ec1e3fc21cc10c8fbd39,https://polygonscan.com/tx/0xed0813bd9f01dedf1fdbda0fd38943df24596cfd1559ec1e3fc21cc10c8fbd39,0xed0813bd9f01dedf1fdbda0fd38943df24596cfd1559ec1e3fc21cc10c8fbd39,Success,17893571
141,Oiler (OIL)Oiler Protocol provides instruments for trading changes in blockchain protocol parameters.,Token Oiler,0x65DfA90171e1bd9060209405026C4E1f4A8E58df,,https://polygonscan.com/address/0x65DfA90171e1bd9060209405026C4E1f4A8E58df,0xbc201032f02d855af5abff89bc4f8be2daefcbae at txn 0x51fc67ee3812f76cef8a7af908f5d391eb3a1626c836d66794962db7489ea996,0x51fc67ee3812f76cef8a7af908f5d391eb3a1626c836d66794962db7489ea996,https://polygonscan.com/tx/0x51fc67ee3812f76cef8a7af908f5d391eb3a1626c836d66794962db7489ea996,0x51fc67ee3812f76cef8a7af908f5d391eb3a1626c836d66794962db7489ea996,Success,15789962
142,Qi Dao (QI)Qi (pronounced CHEE) is the governance token of the QiDao Protocol. It allows those who hold it to vote on changes to the QiDao Protocol.,Token Qi Dao,0x580a84c73811e1839f75d86d75d88cca0c241ff4,,https://polygonscan.com/address/0x580a84c73811e1839f75d86d75d88cca0c241ff4,0x86fe8d6d4c8a007353617587988552b6921514cb at txn 0x1bd1f1550007d9db1438bd87b8d4e7c6000ec6c47a727f1a622f99867c41641a,0x1bd1f1550007d9db1438bd87b8d4e7c6000ec6c47a727f1a622f99867c41641a,https://polygonscan.com/tx/0x1bd1f1550007d9db1438bd87b8d4e7c6000ec6c47a727f1a622f99867c41641a,0x1bd1f1550007d9db1438bd87b8d4e7c6000ec6c47a727f1a622f99867c41641a,Success,14051072
143,"Pluton (PLU)With Plutus Tap & Pay, you can pay at any NFC-enabled merchant",Token Pluton,0x7dc0cb65ec6019330a6841e9c274f2ee57a6ca6c,,https://polygonscan.com/address/0x7dc0cb65ec6019330a6841e9c274f2ee57a6ca6c,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x9e7252fec752e96a18d3bb4092b94e6c0ebdbf137d295cb3c64ad78cb845eff4,0x9e7252fec752e96a18d3bb4092b94e6c0ebdbf137d295cb3c64ad78cb845eff4,https://polygonscan.com/tx/0x9e7252fec752e96a18d3bb4092b94e6c0ebdbf137d295cb3c64ad78cb845eff4,0x9e7252fec752e96a18d3bb4092b94e6c0ebdbf137d295cb3c64ad78cb845eff4,Success,12640034
144,"BTC 2x Flexible Leverage Index (BTC2x-FLI)The WBTC Flexible Leverage Index lets you leverage a collateralized debt position in a safe and efficient way, by abstracting its management into a simple index.",Token BTC 2x Flexible Leverage Index,0x4b54bc363f5f9c6e0fcd82eac6919ae213464cc6,,https://polygonscan.com/address/0x4b54bc363f5f9c6e0fcd82eac6919ae213464cc6,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0xe34e6f63f9cea009df4c848ab6349cd2c6e88439aa25e7d308755f0d2dfa6c40,0xe34e6f63f9cea009df4c848ab6349cd2c6e88439aa25e7d308755f0d2dfa6c40,https://polygonscan.com/tx/0xe34e6f63f9cea009df4c848ab6349cd2c6e88439aa25e7d308755f0d2dfa6c40,0xe34e6f63f9cea009df4c848ab6349cd2c6e88439aa25e7d308755f0d2dfa6c40,Success,14351066
145,"Mover (MOVE)Mover is a mobile-first financial services app that allows you to trade, store, send, and earn interest on crypto assets in a simple wallet with a debit card.",Token Mover,0x521cddc0cba84f14c69c1e99249f781aa73ee0bc,,https://polygonscan.com/address/0x521cddc0cba84f14c69c1e99249f781aa73ee0bc,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x63c09631bda9d53a604f7b7f5ba63afe2668a664c8259c263ad3403fb7eecc55,0x63c09631bda9d53a604f7b7f5ba63afe2668a664c8259c263ad3403fb7eecc55,https://polygonscan.com/tx/0x63c09631bda9d53a604f7b7f5ba63afe2668a664c8259c263ad3403fb7eecc55,0x63c09631bda9d53a604f7b7f5ba63afe2668a664c8259c263ad3403fb7eecc55,Success,11665964
146,"BoringDAO (PoS) (BORING)BoringDAO aims to build decentralized multi-chain bridges/tunnels between Bitcoin, Litecoin, Dogecoin & other cryptos and Ethereum, Polygon & all kinds of smart contract blockchain.",Token BoringDAO (PoS),0xff88434e29d1e2333ad6baa08d358b436196da6b,,https://polygonscan.com/address/0xff88434e29d1e2333ad6baa08d358b436196da6b,0x63ec5767f54f6943750a70eb6117ea2d9ca77313 at txn 0x77afebc1fbacb2576b31b19762ced56d562b525af33374bf803dcbc84c1628ce,0x77afebc1fbacb2576b31b19762ced56d562b525af33374bf803dcbc84c1628ce,https://polygonscan.com/tx/0x77afebc1fbacb2576b31b19762ced56d562b525af33374bf803dcbc84c1628ce,0x77afebc1fbacb2576b31b19762ced56d562b525af33374bf803dcbc84c1628ce,Success,15503873
147,"WaultSwap Polygon (WEXpoly)Wault Finance is a decentralized finance hub that connects all of the primary DeFi use-cases within one simple ecosystem. In short, an all-in-one DeFi Platform.",Token WaultSwap Polygon,0x4c4bf319237d98a30a929a96112effa8da3510eb,,https://polygonscan.com/address/0x4c4bf319237d98a30a929a96112effa8da3510eb,0x8beca4a43148213b57e650a24ab7562b79dd5448 at txn 0xc1b8dda4f73ba27e97060013f9af1226102591fd781082b78e1cf6320b295e37,0xc1b8dda4f73ba27e97060013f9af1226102591fd781082b78e1cf6320b295e37,https://polygonscan.com/tx/0xc1b8dda4f73ba27e97060013f9af1226102591fd781082b78e1cf6320b295e37,0xc1b8dda4f73ba27e97060013f9af1226102591fd781082b78e1cf6320b295e37,Success,15493112
