Token,Token链接,Contract,字段2_link,name,txn,txn_link,Status,startBlock
Super Launcher (LAUNCH)Superlauncher is a cross-chain launchpad for projects on BSC.,https://bscscan.com/token/0xb5389a679151c4b8621b1098c6e0961a3cfee8d4,0xb5389a679151c4b8621b1098c6e0961a3cfee8d4,https://bscscan.com/address/0xb5389a679151c4b8621b1098c6e0961a3cfee8d4,Super Launcher: LAUNCH Token,0x40a76efed440b53b60c28e964742364832307b900d013ba1ccad804b030de02b,https://bscscan.com/tx/0x40a76efed440b53b60c28e964742364832307b900d013ba1ccad804b030de02b,Success,6332111
"Spore (SPORE)Spore is a decentralized movement whose products include Avalanche-BSC bridge that connects two blockchains and their user bases, and an NFT platfrom. All our products are powered by $SPORE, a hyperdeflationary currency.",https://bscscan.com/token/0x33a3d962955a3862c8093d1273344719f03ca17c,0x33a3d962955a3862c8093d1273344719f03ca17c,https://bscscan.com/address/0x33a3d962955a3862c8093d1273344719f03ca17c,Spore: SPORE Token,0x234a98198fe2760783dcc5efa309b49474f4773d19c131f17ee981797a8eedca,https://bscscan.com/tx/0x234a98198fe2760783dcc5efa309b49474f4773d19c131f17ee981797a8eedca,Success,6321472
Venus DAI (vDAI)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x334b3ecb4dca3593bccc3c7ebd1a1c1d1780fbf1,0x334b3ecb4dca3593bccc3c7ebd1a1c1d1780fbf1,https://bscscan.com/address/0x334b3ecb4dca3593bccc3c7ebd1a1c1d1780fbf1,Venus: vDAI Token,0xe9e3599d538d1800eadc96d4e97a7ee74ddfa1c41a63eab7ea05ebef877b5ca2,https://bscscan.com/tx/0xe9e3599d538d1800eadc96d4e97a7ee74ddfa1c41a63eab7ea05ebef877b5ca2,Success,3744996
"ClinTex (CTI)Clinical Trials Intelligence is a distributed technology platform that incorporates predictive data analytics, machine learning (AI), and the innovative use of smart contracts to drive significant quality and operational improvements in clinical trials.",https://bscscan.com/token/0x3f670f65b9ce89b82e82121fd68c340ac22c08d6,0x3f670f65b9ce89b82e82121fd68c340ac22c08d6,https://bscscan.com/address/0x3f670f65b9ce89b82e82121fd68c340ac22c08d6,ClinTex: CTI Token,0x289945333e4d47cec97907ac02e9d1ebb299bb68679153e952f62cc5ce10383d,https://bscscan.com/tx/0x289945333e4d47cec97907ac02e9d1ebb299bb68679153e952f62cc5ce10383d,Success,6186837
ZMINE Token (ZMN)A token aimed to be made available for purchasing and exchanging for GPUs and mining services.,https://bscscan.com/token/0xfcb8a4b1a0b645e08064e05b98e9cc6f48d2aa57,0xfcb8a4b1a0b645e08064e05b98e9cc6f48d2aa57,https://bscscan.com/address/0xfcb8a4b1a0b645e08064e05b98e9cc6f48d2aa57,ZMINE: ZMN Token,0x47a6b5ad19eeaae18991443d794027591b2041b62d7f0066bd1e7b1427b2c84c,https://bscscan.com/tx/0x47a6b5ad19eeaae18991443d794027591b2041b62d7f0066bd1e7b1427b2c84c,Success,6519915
Switcheo Token (SWTH)Switcheo offers cross-chain trading protocol for any asset and its derivatives.,https://bscscan.com/token/0x250b211ee44459dad5cd3bca803dd6a7ecb5d46c,0x250b211ee44459dad5cd3bca803dd6a7ecb5d46c,https://bscscan.com/address/0x250b211ee44459dad5cd3bca803dd6a7ecb5d46c,Switcheo: SWTH Token,0x8bc590cbbdd22f11b7b21a11122250d49f1968144b9bb058606f1e0c93e1a62c,https://bscscan.com/tx/0x8bc590cbbdd22f11b7b21a11122250d49f1968144b9bb058606f1e0c93e1a62c,Success,5611941
fry.world (FRIES)Fry.world is a yield aggregator and farming project on BSC. $FRIES holders will share in all rewards and fees accrued on the platform. Fries token holders will also have the option to participate in governance through staking $FRIES to get Ketchup ($KHP) with a 1:100 ratio to start.Cross-Chain,https://bscscan.com/token/0x393b312c01048b3ed2720bf1b090084c09e408a1,0x393b312c01048b3ed2720bf1b090084c09e408a1,https://bscscan.com/address/0x393b312c01048b3ed2720bf1b090084c09e408a1,FryWorld: FRIES Token,0xdb7cb184015f1e0ae802bd7ac1458860f8febe3c4f39cb6917e92c3486b6c0c9,https://bscscan.com/tx/0xdb7cb184015f1e0ae802bd7ac1458860f8febe3c4f39cb6917e92c3486b6c0c9,Success,999463
THUGS (THUGS)THUGS is a meme token with deflationary burn mechanism for community.,https://bscscan.com/token/0xe10e9822a5de22f8761919310dda35cd997d63c0,0xe10e9822a5de22f8761919310dda35cd997d63c0,https://bscscan.com/address/0xe10e9822a5de22f8761919310dda35cd997d63c0,Thugs: THUGS Token,0x94c7c4e5e17e9255572914740ae37e91bf8336016d65b2c0e889fdcfa5b3baa9,https://bscscan.com/tx/0x94c7c4e5e17e9255572914740ae37e91bf8336016d65b2c0e889fdcfa5b3baa9,Success,965215
"Smart Advertising Transaction Token (SATT)SaTT tokens will be used to govern advertising transactions between advertisers and publishers to make transactions faster, safer and less expensive. An advertiser can easily create advertising campaigns whose conditions of participation and results will be stored on the blockchain.",https://bscscan.com/token/0x448bee2d93be708b54ee6353a7cc35c4933f1156,0x448bee2d93be708b54ee6353a7cc35c4933f1156,https://bscscan.com/address/0x448bee2d93be708b54ee6353a7cc35c4933f1156,Satt: SATT Token,0x088d2abc5a1c80031a83f271fa806274edc063aa2fff1d7ccbca638acaec054c,https://bscscan.com/tx/0x088d2abc5a1c80031a83f271fa806274edc063aa2fff1d7ccbca638acaec054c,Success,4702664
Billion Happiness (BHC)Billion Happiness is a blockchain technology-based apparel company dedicated to provide Happiness through a transparent record of information on quality products with authenticity using blockchain eliminating counterfeit items on the market.,https://bscscan.com/token/0x6fd7c98458a943f469e1cf4ea85b173f5cd342f4,0x6fd7c98458a943f469e1cf4ea85b173f5cd342f4,https://bscscan.com/address/0x6fd7c98458a943f469e1cf4ea85b173f5cd342f4,Billion Happiness: BHC Token,0xfe7f82532ff0c764c0d3bea621cea603ccf212c3d3df0e215d2ebb82e123502f,https://bscscan.com/tx/0xfe7f82532ff0c764c0d3bea621cea603ccf212c3d3df0e215d2ebb82e123502f,Success,2720612
Multiplier (bMXX)Multi-Chain Lend (MCL) is an algorithmic money market system designed to bring secure and unique lending and borrowing opportunities like flash loans onto the Binance Smart Chain.,https://bscscan.com/token/0x4131b87f74415190425ccd873048c708f8005823,0x4131b87f74415190425ccd873048c708f8005823,https://bscscan.com/address/0x4131b87f74415190425ccd873048c708f8005823,Multiplier: bMXX Token,0x04afea23a85016cc973fdd968a00c94cd88e3cceaba8189c7c2990fccd7d2edb,https://bscscan.com/tx/0x04afea23a85016cc973fdd968a00c94cd88e3cceaba8189c7c2990fccd7d2edb,Success,5092711
"Shard (SHARD)Shard is a revolutionary digital currency, governance token, utility token and much more. Governed by the Shard community and used within the innovative and unique Infinity Crypto DeFi AMM Platform, Infinity Wallet and governance of the Infinity Protocols.Cross-Chain",https://bscscan.com/token/0xd8a1734945b9ba38eb19a291b475e31f49e59877,0xd8a1734945b9ba38eb19a291b475e31f49e59877,https://bscscan.com/address/0xd8a1734945b9ba38eb19a291b475e31f49e59877,Shard: SHARD Token,0x8e1f43c47a3550e575e70873c1f1652dc96f97a288f9a09224f32bf2d2a3b33f,https://bscscan.com/tx/0x8e1f43c47a3550e575e70873c1f1652dc96f97a288f9a09224f32bf2d2a3b33f,Success,6361985
"SakeToken (SAKE)SAKE is the governance token in DeFi that supports both spot market and futures market with SakeSwap's AMM, DEX and SakePerp Perpetual Contract.",https://bscscan.com/token/0x8bd778b12b15416359a227f0533ce2d91844e1ed,0x8bd778b12b15416359a227f0533ce2d91844e1ed,https://bscscan.com/address/0x8bd778b12b15416359a227f0533ce2d91844e1ed,SakeSwap: SAKE Token,0xc824e773beb6b594d9c128b8aa9cd0b41987ffd1d21684ed0d0e3048aa993500,https://bscscan.com/tx/0xc824e773beb6b594d9c128b8aa9cd0b41987ffd1d21684ed0d0e3048aa993500,Success,5934695
Goose Golden Egg (EGG)Goose Finance is a AMM and yield farm project on BSC.,https://bscscan.com/token/0xf952fc3ca7325cc27d15885d37117676d25bfda6,0xf952fc3ca7325cc27d15885d37117676d25bfda6,https://bscscan.com/address/0xf952fc3ca7325cc27d15885d37117676d25bfda6,Goose Finance: EGG Token,0x5eb95ed0341da5cd7704478dfb7fa126540501ade4cf057e27145e3dadb55c28,https://bscscan.com/tx/0x5eb95ed0341da5cd7704478dfb7fa126540501ade4cf057e27145e3dadb55c28,Success,4737506
"FinNexus (FNX)FinNexus is a FeFi platform specialized in options and financial derivatives, harnessing the possibilities offered by blockchain to build an array of instruments and services across multiple chains and layers.",https://bscscan.com/token/0xdfd9e2a17596cad6295ecffda42d9b6f63f7b5d5,0xdfd9e2a17596cad6295ecffda42d9b6f63f7b5d5,https://bscscan.com/address/0xdfd9e2a17596cad6295ecffda42d9b6f63f7b5d5,FinNexus: FNX Token,0xf1fe46065ba4aab8fb15f255738874a6da2553273d7b77c085e712d88643d546,https://bscscan.com/tx/0xf1fe46065ba4aab8fb15f255738874a6da2553273d7b77c085e712d88643d546,Success,5984986
Ditto (DITTO)Ditto is an elastic supply token on the Binance Smart Chain and its supply has the ability to rearrange its entire cell structure according to the current price.,https://bscscan.com/token/0x233d91a0713155003fc4dce0afa871b508b3b715,0x233d91a0713155003fc4dce0afa871b508b3b715,https://bscscan.com/address/0x233d91a0713155003fc4dce0afa871b508b3b715,Ditto: DITTO Token,0xa9c4cdc0e811c06472ca280de64e0edce50ed6ecd589f69b29ee3ce819df9a90,https://bscscan.com/tx/0xa9c4cdc0e811c06472ca280de64e0edce50ed6ecd589f69b29ee3ce819df9a90,Success,3226377
Venus BCH (vBCH)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x5f0388ebc2b94fa8e123f404b79ccf5f40b29176,0x5f0388ebc2b94fa8e123f404b79ccf5f40b29176,https://bscscan.com/address/0x5f0388ebc2b94fa8e123f404b79ccf5f40b29176,Venus: vBCH Token,0xa540c0cfb727613768e2e8ca2be3a6e77a7ad79b86d59eba662f23371734fbe9,https://bscscan.com/tx/0xa540c0cfb727613768e2e8ca2be3a6e77a7ad79b86d59eba662f23371734fbe9,Success,3081065
"Propel (PROPEL)PROPEL is the native token of PayRue a digital asset platform. PROPEL is used to pay for commissions, community rewards for engagement, liquidity mining, and governance voting.Cross-Chain",https://bscscan.com/token/0x9b44df3318972be845d83f961735609137c4c23c,0x9b44df3318972be845d83f961735609137c4c23c,https://bscscan.com/address/0x9b44df3318972be845d83f961735609137c4c23c,PayRue: PROPEL Token,0xa9662e3018267ceb8d64891e82b35fe1ad49539da162ecab0f267728787073f6,https://bscscan.com/tx/0xa9662e3018267ceb8d64891e82b35fe1ad49539da162ecab0f267728787073f6,Success,638202
Berry Tributes (BRY)Berry Data is a transparent community-verified price oracles on BSC. It provides a trustless and decentralized alternative for off-chain data and the infrastructure for DAPPs(decentralized applications) to query off-chain data by properly incentivizing miners to provide data.,https://bscscan.com/token/0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830,0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830,https://bscscan.com/address/0xf859Bf77cBe8699013d6Dbc7C2b926Aaf307F830,Berry Data: BRY Token,0x2ead21e0b1b2d84df82e9011e436b3aff545621c184ac699204c978efe9ee06a,https://bscscan.com/tx/0x2ead21e0b1b2d84df82e9011e436b3aff545621c184ac699204c978efe9ee06a,Success,4848802
"Squirrel Finance (NUTS)NUTS is an ecosystem to empower simple and secure DeFi, the flagship product is providing farm insurance.",https://bscscan.com/token/0x8893d5fa71389673c5c4b9b3cb4ee1ba71207556,0x8893d5fa71389673c5c4b9b3cb4ee1ba71207556,https://bscscan.com/address/0x8893d5fa71389673c5c4b9b3cb4ee1ba71207556,Squirrel Finance: NUTS Token,0xb97e14edd896357364d5f84aa98a3508c888e37147b79874b8148e42d36082f8,https://bscscan.com/tx/0xb97e14edd896357364d5f84aa98a3508c888e37147b79874b8148e42d36082f8,Success,5136886
"Twinci (TWIN)Twinci is a decentralized NFTs social networking application on blockchain where users can create, sell, and collect digital products. Users can receive rewards through the works that people drop a heart.",https://bscscan.com/token/0xaf83f292fced83032f52ced45ef7dbddb586441a,0xaf83f292fced83032f52ced45ef7dbddb586441a,https://bscscan.com/address/0xaf83f292fced83032f52ced45ef7dbddb586441a,Twinci: TWIN Token,0xcb3d23280165e55a2350ac438cd957d54c1efc63e2d59835c8c56c1a6a66653c,https://bscscan.com/tx/0xcb3d23280165e55a2350ac438cd957d54c1efc63e2d59835c8c56c1a6a66653c,Success,6475057
Shield Protocol (SHIELD)Shield Protocol is a second layer security platform that working as server-less p2p architecture on top of blockchain where every log would be recorded on to a decentralised ledger.,https://bscscan.com/token/0x60b3bc37593853c04410c4f07fe4d6748245bf77,0x60b3bc37593853c04410c4f07fe4d6748245bf77,https://bscscan.com/address/0x60b3bc37593853c04410c4f07fe4d6748245bf77,Shield Protocol: SHIELD Token,0x29d5d25d7fe418bd2c2dc92e6547001dbc1325e552f216a298a49e1869cfdb2d,https://bscscan.com/tx/0x29d5d25d7fe418bd2c2dc92e6547001dbc1325e552f216a298a49e1869cfdb2d,Success,4355793
BGOV Token (BGOV)A DeFi platform offering margin trading on BSC. The project recently launched fully decentralized margin trading and lending on Binance Smart Chain along with the new BGOV governance token.,https://bscscan.com/token/0xf8e026dc4c0860771f691ecffbbdfe2fa51c77cf,0xf8e026dc4c0860771f691ecffbbdfe2fa51c77cf,https://bscscan.com/address/0xf8e026dc4c0860771f691ecffbbdfe2fa51c77cf,bZx: BGOV Token,0xcef267793feec23167418ce3780dfc0e15a78a89815e027c04d8f3c53b181e04,https://bscscan.com/tx/0xcef267793feec23167418ce3780dfc0e15a78a89815e027c04d8f3c53b181e04,Success,6191427
2local Token (2LC)2local is a loyalty platform supporting sustainability and prosperity for all. The first project to share the profit from Yield Farms and Staking Pools with its users.,https://bscscan.com/token/0x11f6ecc9e2658627e0876212f1078b9f84d3196e,0x11f6ecc9e2658627e0876212f1078b9f84d3196e,https://bscscan.com/address/0x11f6ecc9e2658627e0876212f1078b9f84d3196e,2local: 2LC Token,0xaffb0f631ef5b38371c929e5e53ecf96106640ed5f0da8598e4cb81b62bf4374,https://bscscan.com/tx/0xaffb0f631ef5b38371c929e5e53ecf96106640ed5f0da8598e4cb81b62bf4374,Success,7075572
"Streamity (STM)Streamity is an autonomous company with a community management system created on the Binance Smart Chain to provide services in finance, education, healthcare, science and sports spheres.",https://bscscan.com/token/0x90df11a8cce420675e73922419e3f4f3fe13cccb,0x90df11a8cce420675e73922419e3f4f3fe13cccb,https://bscscan.com/address/0x90df11a8cce420675e73922419e3f4f3fe13cccb,Streamity: STM Token,0x179e4b52f1c294956c672c9b75c591e0c61b15b3567ec8652f79bb91cd8cda8d,https://bscscan.com/tx/0x179e4b52f1c294956c672c9b75c591e0c61b15b3567ec8652f79bb91cd8cda8d,Success,155480
Extend Finance (EXF)Extend Finance works by applying 4% the fee which is 4% to each transaction & instantly splitting that fee among all holders of the token & 1% is automatically burn that continuously reduces the total supply of Extend Finance (EXF).,https://bscscan.com/token/0x6306e883493824ccf606d90e25f68a28e47b98a3,0x6306e883493824ccf606d90e25f68a28e47b98a3,https://bscscan.com/address/0x6306e883493824ccf606d90e25f68a28e47b98a3,Extend Finance: EXF Token,0x2304d6f30856ee637a93ea06397818157bce7acbf7a8ba36918e20a6419cc756,https://bscscan.com/tx/0x2304d6f30856ee637a93ea06397818157bce7acbf7a8ba36918e20a6419cc756,Success,4839805
"Fusible | Fusible.io (FUSII)Fusible is a price discovery protocol that unlocks liquidity from NFTs offering refined price discovery, opportunity for fractional ownership, and Liquid marketplace.",https://bscscan.com/token/0x3a50d6daacc82f17a2434184fe904fc45542a734,0x3a50d6daacc82f17a2434184fe904fc45542a734,https://bscscan.com/address/0x3a50d6daacc82f17a2434184fe904fc45542a734,Fusible: FUSII Token,0x5963fa1cc375f85a06a168df1cf19d6d4426bfcff26b4dc9ad63d75a6aca5b5f,https://bscscan.com/tx/0x5963fa1cc375f85a06a168df1cf19d6d4426bfcff26b4dc9ad63d75a6aca5b5f,Success,5560093
Cubiex (CBIX)Cubiex is a next-generation tokenized social network for eSports & gaming enthusiasts with the vision to connect gamers on a global basis.Cross-Chain,https://bscscan.com/token/0x34681c1035f97e1edcccec5f142e02ff81a3a230,0x34681c1035f97e1edcccec5f142e02ff81a3a230,https://bscscan.com/address/0x34681c1035f97e1edcccec5f142e02ff81a3a230,Cubiex: CBIX Token,0x645a235e7ef0c84329b07d9692d11bee7ffe89fc0e9e1f652e6895385a5dc427,https://bscscan.com/tx/0x645a235e7ef0c84329b07d9692d11bee7ffe89fc0e9e1f652e6895385a5dc427,Success,422453
"UBUToken (UBU)UBU Finance (Universal Binance Union) - is a platform that combines DEFI applications with functions, such as deflation, benefit sharing.",https://bscscan.com/token/0xd2ddfba7bb12f6e70c2aab6b6bf9edaef42ed22f,0xd2ddfba7bb12f6e70c2aab6b6bf9edaef42ed22f,https://bscscan.com/address/0xd2ddfba7bb12f6e70c2aab6b6bf9edaef42ed22f,Ubu Finance: UBU Token,0x9d215d4b27c40892c548435c3634405ad954951def4eaddf73c7204cc9b8f5c9,https://bscscan.com/tx/0x9d215d4b27c40892c548435c3634405ad954951def4eaddf73c7204cc9b8f5c9,Success,5150499
"RigelToken (RGP)Rigel Protocol is a decentralized protocol of a number of DEFI products. Those products includes cross-chain, swapping, yield-farming, margin trading and more.",https://bscscan.com/token/0xfa262f303aa244f9cc66f312f0755d89c3793192,0xfa262f303aa244f9cc66f312f0755d89c3793192,https://bscscan.com/address/0xfa262f303aa244f9cc66f312f0755d89c3793192,Rigel Protocol: RGP Token,0x710cc1fac248d336532257443b6de76f422b04433111a3d7edd67bbc9682e0c7,https://bscscan.com/tx/0x710cc1fac248d336532257443b6de76f422b04433111a3d7edd67bbc9682e0c7,Success,4746909
GoSwapp (GOFI)GoSwapp is a defi app to bring the Uniswap trading experience to mobile phones. GoSwapp gives users the ability to track the performance of their favorite tokens and manage their trades from anywhere in the world.,https://bscscan.com/token/0x6b8227a0e18bd35a10849601db194b24aab2c8ea,0x6b8227a0e18bd35a10849601db194b24aab2c8ea,https://bscscan.com/address/0x6b8227a0e18bd35a10849601db194b24aab2c8ea,GoSwapp: GOFI Token,0xe9815631fee628cc93db2b246b25d948e867d8f7b9d673b9b1efcbd48ddf7b51,https://bscscan.com/tx/0xe9815631fee628cc93db2b246b25d948e867d8f7b9d673b9b1efcbd48ddf7b51,Success,5593281
FlashX Ultra (FSXU)FSXU is the second dapp and governance token of FlashX Coin Project. It has a total supply of 200M tokens.,https://bscscan.com/token/0xa94b7a842aadb617a0b08fa744e033c6de2f7595,0xa94b7a842aadb617a0b08fa744e033c6de2f7595,https://bscscan.com/address/0xa94b7a842aadb617a0b08fa744e033c6de2f7595,FlashX: FSXU Token,0xaeb0c1092b4a6efb5560f2a9ac06e99755d6ddcb433795886e72f8b8afc2fdf6,https://bscscan.com/tx/0xaeb0c1092b4a6efb5560f2a9ac06e99755d6ddcb433795886e72f8b8afc2fdf6,Success,3983079
"OREO (ORE)Oreo will incentivize Defi creation and financial diversity and return the rights and value to its users.
Oreo aims to build public protocol that carries yield farming value.",https://bscscan.com/token/0x93d5a19a993d195cfc75acdd736a994428290a59,0x93d5a19a993d195cfc75acdd736a994428290a59,https://bscscan.com/address/0x93d5a19a993d195cfc75acdd736a994428290a59,Oreo Defi: ORE Token,0x9a76ec82b1db2763e93d865d835e737447ff37a33d53ea795f069304bbe51ede,https://bscscan.com/tx/0x9a76ec82b1db2763e93d865d835e737447ff37a33d53ea795f069304bbe51ede,Success,4094593
"StaysBASE (SBS)StaysBASE Protocol acts as a one-stop trading instrument which allows holders to speculate on the crypto industry, world stock market and gold market simultaneously,",https://bscscan.com/token/0xc1d99537392084cc02d3f52386729b79d01035ce,0xc1d99537392084cc02d3f52386729b79d01035ce,https://bscscan.com/address/0xc1d99537392084cc02d3f52386729b79d01035ce,StaysBase: SBS Token,0x7d107defc8fafe8ce06467c7778edec4eaf5d3614964697c6da7b9733a1a9028,https://bscscan.com/tx/0x7d107defc8fafe8ce06467c7778edec4eaf5d3614964697c6da7b9733a1a9028,Success,3904225
"Binance Beacon ETH (BETH)BETH tokenizes that users have staked their ETH in a 1:1 ratio in Binance. Also, BETH brings users two rights, one is to redeem ETH in a 1:1 ratio when ETH2.0 Phase 1 goes live; the other is the staking benefit will be distributed in the form of BETH to users according to their BETH holdings.Cross-Chain",https://bscscan.com/token/0x250632378e573c6be1ac2f97fcdf00515d0aa91b,0x250632378e573c6be1ac2f97fcdf00515d0aa91b,https://bscscan.com/address/0x250632378e573c6be1ac2f97fcdf00515d0aa91b,Binance: Beacon ETH Token,0x5828b47db31d82fa73e9f583a5f8ff457dcc6f8bdfbc7869fd1019f43cf07451,https://bscscan.com/tx/0x5828b47db31d82fa73e9f583a5f8ff457dcc6f8bdfbc7869fd1019f43cf07451,Success,3319412
Octree Finance (OCT)Octree is a yield farming ecosystem running on the BSC. It will instantly split the 1% of transaction value among holders of the token without staking or waiting for distributing.,https://bscscan.com/token/0x49277cc5be56b519901e561096bfd416277b4f6d,0x49277cc5be56b519901e561096bfd416277b4f6d,https://bscscan.com/address/0x49277cc5be56b519901e561096bfd416277b4f6d,Octree Finance: OCT Token,0x13581b83b41f6006536f1e3704c69e7fa4479793d2795be022ff0ba277573806,https://bscscan.com/tx/0x13581b83b41f6006536f1e3704c69e7fa4479793d2795be022ff0ba277573806,Success,5256462
"vSWAP.fi (vBSWAP)The Value DeFi protocol is a platform and suite of products that aim to bring fairness, true value, and innovation to Decentralized Finance.",https://bscscan.com/token/0x4f0ed527e8a95ecaa132af214dfd41f30b361600,0x4f0ed527e8a95ecaa132af214dfd41f30b361600,https://bscscan.com/address/0x4f0ed527e8a95ecaa132af214dfd41f30b361600,ValueDefi: vBSWAP Token,0x9eabed414d565b58513bc6d8fda3273b79091724880f198f7449b47735bd5c59,https://bscscan.com/tx/0x9eabed414d565b58513bc6d8fda3273b79091724880f198f7449b47735bd5c59,Success,5044686
Fuel Token (Fuel)Jetfuel is a yield farming and yield aggregator platform on Binance Smart Chain (BSC).,https://bscscan.com/token/0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,https://bscscan.com/address/0x2090c8295769791ab7a3cf1cc6e0aa19f35e441a,Jet Fuel: FUEL Token,0x17f4a48a96651b7e6fb7f850c15a8653ce8b1e4d143859be5812a7319c79ea1c,https://bscscan.com/tx/0x17f4a48a96651b7e6fb7f850c15a8653ce8b1e4d143859be5812a7319c79ea1c,Success,2862980
Venus BETH (vBETH)Venus is an algorithmic money market and synthetic stablecoin decentralized finance protocol.,https://bscscan.com/token/0x972207a639cc1b374b893cc33fa251b55ceb7c07,0x972207a639cc1b374b893cc33fa251b55ceb7c07,https://bscscan.com/address/0x972207a639cc1b374b893cc33fa251b55ceb7c07,Venus: vBETH Token,0xf8a187ab76e777e0783cf70f6b2aecf4c456cf16929fae0b469861db314d3bfb,https://bscscan.com/tx/0xf8a187ab76e777e0783cf70f6b2aecf4c456cf16929fae0b469861db314d3bfb,Success,3883997
ACryptoS (ACS)ACryptoS Vaults is a Yearn clone on Binance Smart Chain combined with SushiSwap farming mechanics. It offers farming pools with ACS as reward.,https://bscscan.com/token/0x4197c6ef3879a08cd51e5560da5064b773aa1d29,0x4197c6ef3879a08cd51e5560da5064b773aa1d29,https://bscscan.com/address/0x4197c6ef3879a08cd51e5560da5064b773aa1d29,ACryptoS: ACS Token,0x55aa7484e6b010bfb5ef991c74c6962c9a85b696dd2cc3a60ed865dacbf14502,https://bscscan.com/tx/0x55aa7484e6b010bfb5ef991c74c6962c9a85b696dd2cc3a60ed865dacbf14502,Success,1672120
Ethereum Message Search from Mainnet (EMS)EMSA allows you to explore and search the Ethereum blockchain for transactions with humanly understandable content.,https://bscscan.com/token/0x8444bd389e5db8ceaad7b95466a0b8a1939af1a9,0x8444bd389e5db8ceaad7b95466a0b8a1939af1a9,https://bscscan.com/address/0x8444bd389e5db8ceaad7b95466a0b8a1939af1a9,Ethereum Message Search: EMS Token,0x876d8e7243d5f6256cb77d0feed7ba732d418278e398bb9dbb310988b2cc5ff8,https://bscscan.com/tx/0x876d8e7243d5f6256cb77d0feed7ba732d418278e398bb9dbb310988b2cc5ff8,Success,10254498
Bunny Token (BUNNY)Pancake Bunny is a yield farming project aiming to complete difficult missions for cake farmers to get more cakes.Cross-Chain,https://bscscan.com/token/0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51,0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51,https://bscscan.com/address/0xc9849e6fdb743d08faee3e34dd2d1bc69ea11a51,Pancake Bunny: BUNNY Token,0xe40dcf39c2f2874c3a967627a0d95ac42f06e86008ab81a5eb461411f3437ab6,https://bscscan.com/tx/0xe40dcf39c2f2874c3a967627a0d95ac42f06e86008ab81a5eb461411f3437ab6,Success,1796996
Easy V2 (EZ)Lending protocol for digital assets. EasyFi is a protocol built with a vision to solve some of the inherent challenges faced by gen 1 DeFi solutions with respect to the transaction speed and cost which are a bottleneck for DeFi operations at scale.,https://bscscan.com/token/0x5512014efa6cd57764fa743756f7a6ce3358cc83,0x5512014efa6cd57764fa743756f7a6ce3358cc83,https://bscscan.com/address/0x5512014efa6cd57764fa743756f7a6ce3358cc83,EasyFi: EZ Token,0xb08c142cc06e5da0e7637bc6116e7f7b921a42590fc7e1fb3a1a0aceca172c06,https://bscscan.com/tx/0xb08c142cc06e5da0e7637bc6116e7f7b921a42590fc7e1fb3a1a0aceca172c06,Success,6900795
Bat True Share (BTS)Bat Dollar is an algorithmic stablecoin on Binance Smart Chain.,https://bscscan.com/token/0xc2e1acef50ae55661855e8dcb72adb182a3cc259,0xc2e1acef50ae55661855e8dcb72adb182a3cc259,https://bscscan.com/address/0xc2e1acef50ae55661855e8dcb72adb182a3cc259,Boltdollar: BTS Token,0x5c97b7b37f87b3bef348adb108001abf234ae64480323b40a08af667f8af00a0,https://bscscan.com/tx/0x5c97b7b37f87b3bef348adb108001abf234ae64480323b40a08af667f8af00a0,Success,3717919
BSCX (BSCX)The BSCex aims to offer aggregating engine that will divide the order into many parts and execute each part in different AMMs to lower the risk of price slippage.,https://bscscan.com/token/0x5ac52ee5b2a633895292ff6d8a89bb9190451587,0x5ac52ee5b2a633895292ff6d8a89bb9190451587,https://bscscan.com/address/0x5ac52ee5b2a633895292ff6d8a89bb9190451587,Bscex: BSCX Token,0x3fd980c60f30c2a391dcf3073559f9bfc61108b66eb1eb5443a55d3ab0bcbe25,https://bscscan.com/tx/0x3fd980c60f30c2a391dcf3073559f9bfc61108b66eb1eb5443a55d3ab0bcbe25,Success,3262220
VANCI.FINANCE (VANCII)Vanci.Finance was developed to bestow its holders for their token loyalty by granting them extraordinary farming rewards. The tokenomics allows holders to be rewarded in both BNB and Vanci tokens for the duration of their holding timeframe.,https://bscscan.com/token/0x8f9b482b74afc0b7e8aefc704f1f04df208ee332,0x8f9b482b74afc0b7e8aefc704f1f04df208ee332,https://bscscan.com/address/0x8f9b482b74afc0b7e8aefc704f1f04df208ee332,Vanci Finance: VANCII Token,0x0a4d462f5b6ec6508c5768ce46b71e5bc2842ad993654d07ca6597f351f6201c,https://bscscan.com/tx/0x0a4d462f5b6ec6508c5768ce46b71e5bc2842ad993654d07ca6597f351f6201c,Success,5227694
